Date,Portfolio,Predicted Total Risk,Predicted Proxy Tracking Error,Systematic Risk,Idiosyncratic Risk,Proxy Active Systematic Risk,Proxy Active Idiosyncratic Risk,Proxy Benchmark Idiosyncratic Variance Daily,Turnover
2022-09-30,Minimum_TE,0.2031163310536455,0.0929640659321838,0.19540694808812367,0.055428950734967466,0.07229368410336788,0.05844605028062951,1.764650938339862e-06,0.8018666311775153
2022-09-30,MVO,0.23629322633835423,0.15086818012623626,0.2213066038819238,0.0828122931190651,0.12494768287963745,0.08455344060185854,1.764650938339862e-06,0.6552154712586421
2022-10-31,Original,0.27304819883871106,0.18956773583319375,0.26912961228664645,0.04609306541665106,0.18305533073722371,0.04926126630131593,1.6300911776789403e-06,0.5454545454545454
2022-10-31,Minimum_TE,0.2198168328717208,0.08652154398932818,0.2132954034429098,0.05314612764708629,0.06575277660187055,0.05623655344561717,1.6300911776789403e-06,0.7506749999863909
2022-10-31,MVO,0.2730481988387154,0.19997265481304924,0.26428360728270334,0.06862575180432265,0.18694650088156498,0.07099343970479219,1.6300911776789403e-06,0.7000000000000306
2022-11-30,Original,0.23147779010217248,0.19113167856813257,0.2272457770492519,0.044060459868992825,0.18531556324787596,0.046791672019649226,1.4458463303083987e-06,0.5909090909090909
2022-11-30,Minimum_TE,0.1831206561261383,0.13501315440587136,0.17518290128076547,0.053330345947883884,0.12289661979702843,0.05590145530384965,1.4458463303083987e-06,0.8506977907428677
2022-11-30,MVO,0.231477790102166,0.18736400522014046,0.22315695118495688,0.061505629404284536,0.17624044559337496,0.06359697940296741,1.4458463303083987e-06,0.5430465245074376
2022-12-31,Original,0.26635296934338004,0.20795088102239628,0.2621863877758513,0.04692762878184289,0.20203250508267126,0.04925886527328074,1.289279783028191e-06,0.5
2022-12-31,Minimum_TE,0.19707618588268208,0.11876398488403926,0.1871366893917441,0.061797107744322094,0.10019994617510167,0.06375621453664762,1.289279783028191e-06,0.7509320775795754
2022-12-31,MVO,0.2663529693434246,0.2114707829254258,0.25642824828537397,0.07203095001007495,0.19822879085982614,0.07365621837525915,1.289279783028191e-06,0.7093784038866916
2023-01-31,Original,0.23907929926708257,0.13830865629456998,0.23244960225633704,0.05591148136930331,0.12640340298867847,0.05613790269409111,1.4516503052065431e-06,0.5454545454545454
2023-01-31,Minimum_TE,0.22502731289948877,0.08725751780761472,0.21555330229013372,0.06460700753465257,0.059766769248902236,0.06357521299606218,1.4516503052065431e-06,0.7253517483467082
2023-01-31,MVO,0.22702075440216224,0.11815722401762939,0.208932001856092,0.08880226083683249,0.07944048028310248,0.08746622022210782,1.4516503052065431e-06,0.7999999999999745
2023-02-28,Original,0.2405140269592306,0.13097941566517843,0.23415270335397992,0.054950056198047645,0.11889306290417435,0.05495495356431141,1.5783229277570298e-06,0.36363636363636365
2023-02-28,Minimum_TE,0.22975474393014397,0.0834973398269612,0.2221237666901505,0.058722011458954865,0.06066379705216019,0.05737342141962042,1.5783229277570298e-06,0.5845512703204343
2023-02-28,MVO,0.24051402695923074,0.12603847600140144,0.22616825508743613,0.08182247585382639,0.09752585621187573,0.07983986975751142,1.5783229277570298e-06,0.6374712537402993
2023-03-31,Original,0.241413539529249,0.11355514519486516,0.23588743251529506,0.05135772823424317,0.09961634456148742,0.05451013572202807,1.7727564069693117e-06,0.6818181818181819
2023-03-31,Minimum_TE,0.2324240837867423,0.08268165024544064,0.22544174351328872,0.05654179874920114,0.057294105915047314,0.05961242080896155,1.7727564069693117e-06,0.663146275738196
2023-03-31,MVO,0.2414135395293017,0.1343235051036579,0.22636878167263824,0.08389083234842266,0.10340855220083625,0.08572908115137674,1.7727564069693117e-06,0.7789236916423757
2023-04-30,Original,0.22842667524544666,0.08597760000679924,0.22211380993200894,0.05333105475401892,0.06499607867054837,0.05628194613178416,1.817753019680476e-06,0.6818181818181819
2023-04-30,Minimum_TE,0.22265248287985837,0.07479519243688655,0.21720813408468387,0.048936230136940644,0.053460750443619726,0.05230935837568556,1.817753019680476e-06,0.8340985879906575
2023-04-30,MVO,0.22842667524545132,0.11936845690391987,0.21125104636319855,0.08690075588937436,0.079959330695688,0.0886303217771468,1.817753019680476e-06,0.700404574613335
2023-05-31,Original,0.22351165179267468,0.07734453847951332,0.21629917714840272,0.05632161620562541,0.051956252807026405,0.05729507332102191,2.1068457044181896e-06,0.5909090909090908
2023-05-31,Minimum_TE,0.2165831654717434,0.06222216310989012,0.21111062010923376,0.04837947542972503,0.038057790508681175,0.049226031362187915,2.1068457044181896e-06,0.6963480298132694
2023-05-31,MVO,0.22351165179270172,0.11658537746008538,0.20467096671164614,0.08981789283000453,0.07216747814797185,0.09156421427213027,2.1068457044181896e-06,0.6999999999999988
2023-06-30,Original,0.24193899735613722,0.08597316903526052,0.23481999966399442,0.05825844316058086,0.06251595977529266,0.059018137613275026,2.2070171651498487e-06,0.5
2023-06-30,Minimum_TE,0.2206255840116559,0.06468411631095139,0.21469586268610108,0.050806838771518446,0.038516820641398275,0.05196623356187211,2.2070171651498487e-06,0.6647902473530592
2023-06-30,MVO,0.24193899735615398,0.11092625627528435,0.2264894973876226,0.08507047675194472,0.06898791165951601,0.08686369999089884,2.2070171651498487e-06,0.6262889568308333
2023-07-31,Original,0.21549499166181016,0.0775958296786004,0.20732231728556097,0.05878391095077642,0.051535731515894315,0.05801018152559101,2.262614533136422e-06,0.6363636363636364
2023-07-31,Minimum_TE,0.20378208967926803,0.059149463524207746,0.19686834701855574,0.052630732621071805,0.031092599692678937,0.05031808104004369,2.262614533136422e-06,0.7766865279761235
2023-07-31,MVO,0.21549499166181588,0.1075929535661788,0.1944364099710579,0.09291164571189547,0.05612301975933997,0.09179569875645939,2.262614533136422e-06,0.6555062510119792
2023-08-31,Original,0.19873514969714745,0.07858883786362654,0.19001254467119166,0.0582313712076746,0.052400524282684574,0.0585695355253494,2.366062303652715e-06,0.5909090909090908
2023-08-31,Minimum_TE,0.19369640178202321,0.06440153617345139,0.18677619681133018,0.05131226332952211,0.04078390608827064,0.049842059203884105,2.366062303652715e-06,0.643016097570126
2023-08-31,MVO,0.19873514969714762,0.11324732999774871,0.17737421144232002,0.08963285580836321,0.07161761966403354,0.0877261323966629,2.366062303652715e-06,0.7138597943487042
2023-09-30,Original,0.19930341917573788,0.06804382934373229,0.1931900125193901,0.048984405252057266,0.04803113155913057,0.04819723138219099,2.310922285697777e-06,0.5454545454545454
2023-09-30,Minimum_TE,0.19567543776303062,0.057987381018088716,0.18882439867028747,0.05132468617106209,0.030775535813342747,0.049146747122659644,2.310922285697777e-06,0.6175064135173555
2023-09-30,MVO,0.19930341917574781,0.09479760064569298,0.18360404141964784,0.07753327588536481,0.05663879155573122,0.076017316312053,2.310922285697777e-06,0.5354845588520849
2023-10-31,Original,0.17286415174472886,0.06794963014831688,0.163617957294181,0.055777943752922735,0.03947476469809286,0.05530727971364399,2.2072335445195407e-06,0.6363636363636364
