Date,Portfolio,Factor,Proxy Active Variance Contribution Daily,Proxy Active Variance Contribution Pct
2023-08-31,Minimum_TE,Sector_Financial_Services,-1.811540415101402e-06,-0.11006674285200033
2023-08-31,Minimum_TE,Sector_Healthcare,1.612579298555309e-06,0.09797813479784334
2023-08-31,Minimum_TE,Sector_Industrials,3.6512380994567758e-06,0.22184428325980235
2023-08-31,Minimum_TE,Sector_Real_Estate,-2.055482418435711e-06,-0.12488832868468308
2023-08-31,Minimum_TE,Sector_Technology,2.743703021485159e-06,0.16670368069660715
2023-08-31,Minimum_TE,Sector_Utilities,-2.0018582994410813e-06,-0.12163019981996406
2023-08-31,Minimum_TE,Size,-3.0187372309140646e-08,-0.0018341438687371448
2023-08-31,Minimum_TE,Nonlinear_Size,8.247257794201896e-08,0.0050109221704433445
2023-08-31,Minimum_TE,Momentum,2.160089486983715e-06,0.131244112534932
2023-08-31,Minimum_TE,Residual_Volatility,5.874275729592246e-09,0.00035691303974280073
2023-08-31,Minimum_TE,Liquidity,1.346091974680608e-08,0.0008178672581479143
2023-08-31,Minimum_TE,Book_to_Price,9.019903661472103e-08,0.005480371338011215
2023-08-31,Minimum_TE,Earnings_Yield,1.2095290061648897e-07,0.007348934474980204
2023-08-31,Minimum_TE,Leverage,3.6141074439463996e-08,0.0021958827490474835
2023-08-31,Minimum_TE,Dividend_Yield,2.666602460879751e-07,0.016201915502599137
2023-08-31,MVO,Market,2.8149052160019183e-06,0.055310600484663276
